transaction_id,transaction_amount,transaction_type,location,time_of_day,account_age_days,num_prev_transactions,is_foreign_transaction,is_high_risk_country,has_chip,is_fraud
TXN102904,73.92,atm,CA,afternoon,1004,481,0,0,1,0
TXN102905,5.62,online,FL,afternoon,422,27,0,0,0,0
TXN102906,361.48,online,IL,evening,583,103,0,0,1,1
TXN102907,25.63,transfer,FL,morning,3258,353,0,0,1,0
TXN102908,36.27,transfer,IL,evening,2924,95,0,0,0,0
TXN102909,36.23,in_store,FL,morning,2158,342,0,0,1,0
TXN102910,26.19,transfer,MA,night,3309,343,1,0,1,0
TXN102911,0.15,transfer,OH,afternoon,855,192,0,0,0,0
TXN102912,130.69,transfer,NY,afternoon,3187,407,1,1,1,0
TXN102913,340.66,transfer,NY,morning,773,450,0,1,0,0
TXN102914,25.4,in_store,CA,night,1500,124,0,0,1,0
TXN102915,108.78,transfer,NY,night,2254,80,0,0,1,1
TXN102916,135.44,in_store,OH,afternoon,2588,6,0,0,0,0
TXN102917,188.67,online,OH,afternoon,168,329,0,0,0,0
TXN102918,54.93,atm,TX,evening,3203,82,0,1,1,0
TXN102919,36.09,online,WA,morning,2550,23,0,0,1,0
TXN102920,39.35,transfer,OH,afternoon,1875,392,0,0,1,0
TXN102921,124.7,atm,WA,night,571,113,0,0,1,1
TXN102922,169.71,transfer,NY,night,2271,14,1,0,1,0
TXN102923,20.04,transfer,WA,afternoon,1886,112,0,0,1,0
TXN102924,46.35,online,IL,night,2563,439,0,0,0,0
TXN102925,232.22,transfer,MA,morning,1367,377,0,0,1,0
TXN102926,164.35,online,WA,night,1750,341,0,0,1,0
TXN102927,419.03,transfer,MA,night,2882,249,0,0,1,0
TXN102928,140.34,in_store,CA,afternoon,2324,144,0,0,1,0
TXN102929,49.95,atm,NY,morning,2707,18,0,0,1,0
TXN102930,89.32,online,MA,morning,2515,8,0,0,1,0
TXN102931,108.18,online,NV,evening,102,319,0,1,0,1
TXN102932,8.17,atm,CA,morning,3170,184,1,0,1,0
TXN102933,78.64,online,MA,evening,2831,37,0,0,1,0
TXN102934,123.55,atm,TX,afternoon,3253,210,0,0,1,0
TXN102935,18.31,in_store,WA,night,2908,391,0,0,1,0
TXN102936,151.7,transfer,TX,morning,2171,133,0,0,0,0
TXN102937,87.65,in_store,OH,evening,464,432,1,0,1,0
TXN102938,304.12,transfer,IL,morning,1836,101,0,0,0,0
TXN102939,4.33,atm,CA,afternoon,2075,428,0,0,0,0
TXN102940,30.83,in_store,GA,evening,3532,148,0,0,1,0
TXN102941,92.02,transfer,GA,evening,486,92,0,0,1,0
TXN102942,35.18,atm,MA,evening,3531,289,0,0,1,0
TXN102943,125.32,transfer,WA,afternoon,2306,139,0,0,1,0
TXN102944,142.3,online,NY,evening,2107,294,0,0,1,0
TXN102945,10.82,online,GA,night,1678,351,0,0,1,0
TXN102946,72.12,atm,NY,afternoon,364,261,0,0,1,0
TXN102947,71.11,transfer,GA,night,689,80,0,0,1,0
TXN102948,46.09,online,CA,night,598,31,1,0,1,0
TXN102949,270.19,in_store,GA,afternoon,206,187,0,0,1,0
TXN102950,175.74,transfer,OH,morning,2901,135,0,0,1,0
TXN102951,119.47,transfer,FL,night,2645,165,0,0,0,0
TXN102952,125.29,online,MA,afternoon,2486,476,0,0,1,0
TXN102953,61.94,online,IL,night,806,478,0,0,1,0
TXN102954,253.82,atm,GA,evening,1290,146,1,0,1,0
TXN102955,118.61,transfer,WA,night,1331,244,0,0,0,0
TXN102956,130.56,in_store,IL,night,106,182,0,0,1,0
TXN102957,197.83,online,NY,night,962,8,0,0,1,0
TXN102958,32.03,transfer,TX,evening,665,435,0,0,1,0
TXN102959,164.54,online,OH,night,2617,155,0,0,1,0
TXN102960,21.72,atm,NV,afternoon,1707,317,0,0,1,0
TXN102961,42.36,transfer,NV,night,3259,175,0,0,1,0
TXN102962,40.89,transfer,IL,afternoon,1220,113,0,0,1,0
TXN102963,384.09,atm,TX,night,3286,242,0,0,0,0
TXN102964,194.17,in_store,WA,night,1442,166,0,0,0,0
TXN102965,120.79,online,IL,night,41,487,0,0,1,0
TXN102966,129.85,atm,NY,morning,2246,436,1,0,1,0
TXN102967,82.57,transfer,CA,morning,860,222,0,0,0,0
TXN102968,293.92,atm,IL,evening,1479,190,0,0,0,0
TXN102969,68.57,transfer,NV,afternoon,478,274,0,0,1,0
TXN102970,47.89,atm,FL,evening,3595,288,0,0,1,0
TXN102971,17.8,in_store,NV,afternoon,2526,63,0,0,0,0
TXN102972,154.27,transfer,TX,evening,3207,281,0,0,1,0
TXN102973,132.59,atm,NY,evening,1819,172,0,0,0,1
TXN102974,48.51,in_store,WA,night,456,256,0,1,0,0
TXN102975,2.55,in_store,OH,night,3033,202,1,0,1,0
TXN102976,182.63,online,MA,night,945,449,0,0,1,0
TXN102977,1.15,transfer,FL,night,3199,418,0,0,0,0
TXN102978,121.64,online,OH,night,660,76,0,0,1,0
TXN102979,351.52,in_store,IL,evening,255,102,0,0,0,0
TXN102980,57.57,online,FL,afternoon,476,225,0,0,0,0
TXN102981,26.78,online,TX,morning,1940,225,0,0,1,0
TXN102982,122.03,atm,NY,morning,1529,226,0,0,0,0
TXN102983,169.9,online,WA,afternoon,2280,95,0,0,1,0
TXN102984,79.06,in_store,OH,morning,3045,428,0,0,0,0
TXN102985,341.23,online,IL,evening,704,75,0,0,0,0
TXN102986,5.31,transfer,NY,afternoon,1350,32,0,0,0,0
TXN102987,70.28,atm,IL,afternoon,2711,81,1,0,1,0
TXN102988,126.75,in_store,WA,morning,2093,68,0,0,1,0
TXN102989,198.52,online,OH,morning,1431,338,0,0,1,0
TXN102990,19.75,transfer,IL,evening,3437,414,0,0,1,0
TXN102991,160.95,in_store,NY,night,2695,218,0,0,1,0
TXN102992,80.45,online,IL,afternoon,1073,447,1,0,1,0
TXN102993,50.51,atm,OH,night,2517,361,0,0,1,0
TXN102994,14.12,online,NY,morning,1297,357,0,0,1,0
TXN102995,200.47,in_store,TX,afternoon,1297,369,0,0,1,0
TXN102996,17.11,in_store,CA,night,3048,398,0,0,1,0
TXN102997,37.08,in_store,NY,evening,421,301,0,0,1,0
TXN102998,34.26,transfer,FL,evening,753,119,0,0,0,1
TXN102999,205.12,online,CA,evening,2813,47,0,0,0,0
TXN103000,111.69,online,IL,afternoon,1918,67,0,0,1,0
TXN103001,159.3,online,OH,afternoon,1315,338,0,0,1,0
TXN103002,28.83,atm,NY,afternoon,2297,84,0,0,1,0
TXN103003,98.05,transfer,OH,afternoon,1061,381,0,1,1,0
TXN103004,84.8,transfer,NY,afternoon,2523,423,1,0,1,0
TXN103005,178.87,atm,OH,night,43,376,0,0,0,0
TXN103006,236.54,transfer,FL,night,2464,384,0,0,1,0
TXN103007,1.22,atm,MA,evening,671,275,0,1,0,0
TXN103008,112.09,in_store,CA,night,1075,255,0,1,1,0
TXN103009,5.32,in_store,CA,night,254,405,0,0,1,0
TXN103010,79.6,transfer,NY,evening,2312,437,0,1,0,0
TXN103011,33.92,in_store,IL,evening,3442,204,0,0,1,0
TXN103012,36.64,in_store,WA,morning,3077,232,0,1,1,0
TXN103013,43.53,in_store,WA,evening,2788,64,0,0,0,0
TXN103014,97.1,online,CA,night,1187,398,0,0,1,0
TXN103015,40.65,in_store,MA,afternoon,3279,316,0,0,0,0
TXN103016,131.94,online,WA,evening,1573,78,1,0,1,0
TXN103017,51.84,atm,GA,morning,821,13,0,0,1,0
TXN103018,7.08,atm,WA,night,1592,324,1,0,0,0
TXN103019,153.14,atm,NV,morning,466,377,0,0,1,0
TXN103020,33.65,atm,OH,morning,1104,304,0,1,1,0
TXN103021,56.7,atm,CA,night,1977,389,0,0,1,0
TXN103022,115.66,in_store,MA,morning,3544,168,0,0,1,0
TXN103023,40.42,in_store,IL,night,2069,158,1,1,1,0
TXN103024,5.82,in_store,NY,morning,610,115,1,0,1,0
TXN103025,46.83,atm,TX,afternoon,2032,345,0,0,1,0
TXN103026,289.04,atm,FL,evening,3382,191,0,0,1,0
TXN103027,102.65,online,CA,afternoon,3145,344,0,0,0,0
TXN103028,111.32,transfer,MA,afternoon,716,434,0,0,1,0
TXN103029,100.04,in_store,NY,morning,394,442,0,0,1,0
TXN103030,22.19,transfer,TX,evening,298,182,0,1,0,0
TXN103031,54.19,atm,NV,evening,1746,372,0,0,1,0
TXN103032,139.01,atm,CA,evening,3394,377,0,0,1,0
TXN103033,10.69,atm,IL,morning,3295,432,0,0,1,0
TXN103034,32.55,transfer,FL,afternoon,1424,230,0,0,1,0
TXN103035,32.34,online,TX,night,1605,167,0,0,1,0
TXN103036,56.57,atm,IL,night,107,14,0,0,0,0
TXN103037,393.06,online,WA,night,218,453,1,0,1,0
TXN103038,6.99,online,NY,evening,1660,192,0,1,0,0
TXN103039,73.13,in_store,CA,night,3491,232,0,0,1,0
TXN103040,19.77,transfer,NY,afternoon,3126,262,0,0,1,0
TXN103041,352.94,atm,TX,night,1355,445,0,0,1,0
TXN103042,12.03,online,GA,evening,2748,53,0,0,1,0
TXN103043,51.68,transfer,GA,evening,2435,179,0,0,1,0
TXN103044,133.9,transfer,FL,night,988,434,0,0,1,0
TXN103045,121.93,atm,WA,evening,3195,3,0,0,1,0
TXN103046,54.94,in_store,NV,night,2413,256,0,0,0,0
TXN103047,42.54,in_store,MA,evening,3265,360,0,0,1,0
TXN103048,50.69,online,CA,morning,932,321,0,0,1,0
TXN103049,30.69,in_store,CA,morning,370,239,0,0,1,0
TXN103050,22.98,in_store,TX,afternoon,2911,481,0,0,1,0
TXN103051,65.98,in_store,GA,morning,2644,162,0,0,1,0
TXN103052,31.27,transfer,OH,night,2149,493,0,0,1,1
TXN103053,33.89,atm,NV,evening,1095,460,0,0,1,0
TXN103054,106.93,transfer,TX,afternoon,440,336,0,0,0,0
TXN103055,345.9,transfer,NV,night,927,137,0,0,0,0
TXN103056,92.54,atm,OH,night,2915,450,0,0,1,0
TXN103057,8.01,transfer,GA,afternoon,673,323,0,0,1,0
TXN103058,7.86,online,IL,afternoon,50,472,0,0,1,0
TXN103059,302.46,online,OH,night,3102,228,0,0,1,1
TXN103060,35.28,transfer,TX,evening,707,490,0,0,0,0
TXN103061,9.66,in_store,MA,night,1129,101,0,0,1,0
TXN103062,91.39,transfer,NV,evening,2680,476,0,0,1,0
TXN103063,97.72,in_store,WA,afternoon,3499,192,0,0,1,0
TXN103064,104.56,transfer,TX,night,117,306,0,0,1,0
TXN103065,31.12,online,IL,morning,1647,29,0,0,0,0
TXN103066,1.52,in_store,MA,night,2094,294,0,0,0,0
TXN103067,335.28,online,GA,evening,3430,246,0,0,1,0
TXN103068,28.89,transfer,FL,night,3020,393,0,0,1,0
TXN103069,112.71,atm,CA,evening,3311,220,0,0,1,0
TXN103070,122.63,in_store,OH,morning,2901,171,0,0,0,0
TXN103071,94.16,in_store,CA,afternoon,2460,159,0,0,0,0
TXN103072,37.53,transfer,TX,morning,1618,171,0,0,0,0
TXN103073,31.62,transfer,GA,evening,2717,62,0,0,1,0
TXN103074,91.05,in_store,NY,afternoon,1199,60,0,0,0,0
TXN103075,201.06,atm,MA,afternoon,2530,64,0,0,1,0
TXN103076,293.25,transfer,WA,night,2893,168,0,0,1,0
TXN103077,11.19,transfer,CA,morning,1446,80,1,0,0,0
TXN103078,16.82,transfer,NV,evening,339,246,1,0,1,0
TXN103079,289.56,atm,IL,evening,3008,267,1,0,1,0
TXN103080,133.38,in_store,CA,afternoon,521,379,0,0,0,0
TXN103081,214.55,online,TX,night,789,257,0,0,1,0
TXN103082,22.64,transfer,MA,evening,3531,72,0,0,1,0
TXN103083,88.57,atm,MA,night,30,331,0,0,1,1
TXN103084,120.78,in_store,OH,afternoon,2118,187,0,0,1,0
TXN103085,113.98,in_store,NY,afternoon,701,24,0,0,0,0
TXN103086,52.45,atm,OH,afternoon,241,227,0,1,1,0
TXN103087,1.55,transfer,FL,night,1386,117,0,0,1,0
TXN103088,87.45,online,WA,evening,3547,444,0,0,1,0
TXN103089,29.18,transfer,GA,morning,1995,107,0,0,1,0
TXN103090,59.83,in_store,TX,night,333,241,0,0,1,0
TXN103091,316.02,online,TX,afternoon,720,98,1,0,1,0
TXN103092,50.92,transfer,GA,morning,1811,21,0,0,1,0
TXN103093,183.13,online,GA,morning,1863,480,0,0,1,0
TXN103094,20.89,atm,GA,morning,3255,497,0,0,0,0
TXN103095,111.61,transfer,NY,morning,645,55,0,0,1,0
TXN103096,377.26,in_store,GA,morning,552,148,0,0,1,0
TXN103097,10.75,in_store,GA,afternoon,2102,310,0,0,1,0
TXN103098,0.84,online,CA,evening,837,39,1,0,1,0
TXN103099,56.84,atm,NV,morning,54,434,0,0,1,0
TXN103100,9.72,transfer,MA,evening,2673,149,0,0,1,0
TXN103101,137.99,atm,GA,evening,3207,411,0,0,0,1
TXN103102,245.98,atm,CA,night,1806,120,0,0,1,0
TXN103103,56.92,online,FL,afternoon,3220,259,0,0,0,0
TXN103104,29.94,online,MA,morning,137,25,0,0,1,0
TXN103105,56.99,transfer,WA,evening,1383,470,0,0,1,0
TXN103106,128.54,in_store,MA,night,209,111,0,0,1,0
TXN103107,0.91,transfer,NY,evening,910,368,0,0,0,0
TXN103108,89.03,atm,GA,morning,2208,443,0,0,1,0
TXN103109,95.01,online,MA,afternoon,1860,22,0,1,1,0
TXN103110,101.53,atm,FL,afternoon,632,168,0,0,0,0
TXN103111,27.71,online,NY,morning,2830,313,0,0,0,0
TXN103112,125.19,in_store,GA,evening,2836,263,0,0,1,0
TXN103113,9.58,atm,OH,night,197,115,0,0,1,0
TXN103114,22.22,online,MA,afternoon,252,479,0,0,1,1
TXN103115,209.94,transfer,GA,afternoon,498,306,0,0,0,0
TXN103116,134.22,transfer,OH,evening,307,230,0,0,0,0
TXN103117,1.38,transfer,NY,evening,2267,188,0,0,1,0
TXN103118,28.55,atm,IL,evening,2608,491,0,0,1,0
TXN103119,24.13,online,NV,night,1579,256,0,0,1,0
TXN103120,31.58,online,IL,evening,2050,119,0,0,1,0
TXN103121,28.44,online,OH,night,1808,285,0,0,1,0
TXN103122,6.46,atm,TX,morning,650,475,0,0,1,1
TXN103123,61.42,online,NV,night,1243,272,0,1,1,1
TXN103124,131.95,in_store,NV,evening,247,406,0,0,1,0
TXN103125,93.33,atm,FL,night,3400,357,0,0,1,0
TXN103126,111.74,in_store,FL,night,1364,377,0,0,0,0
TXN103127,8.46,in_store,GA,night,2313,151,0,0,1,0
TXN103128,302.6,transfer,MA,afternoon,197,85,0,0,0,0
TXN103129,182.32,atm,IL,evening,2857,324,0,0,1,0
TXN103130,163.52,online,WA,night,2270,344,0,0,1,0
TXN103131,173.15,in_store,TX,evening,2319,435,0,0,1,0
TXN103132,269.88,atm,WA,morning,1215,326,0,0,1,0
TXN103133,78.58,online,GA,night,1392,245,0,0,1,0
TXN103134,22.35,transfer,OH,night,2868,313,0,0,1,0
TXN103135,95.92,atm,NV,morning,2532,405,0,0,1,0
TXN103136,135.82,atm,TX,evening,3236,314,0,0,1,0
TXN103137,133.91,atm,GA,morning,2270,427,0,0,1,0
TXN103138,73.7,online,TX,morning,1455,292,0,0,0,0
TXN103139,7.09,in_store,CA,morning,2469,161,0,0,1,0
TXN103140,46.38,in_store,IL,morning,2678,99,0,0,0,0
TXN103141,253.54,atm,FL,evening,1095,368,0,0,0,0
TXN103142,87.81,atm,IL,night,122,184,1,0,1,0
TXN103143,77.29,online,WA,morning,1268,440,0,0,1,0
TXN103144,31.31,transfer,TX,morning,2426,423,0,1,1,0
TXN103145,45.96,atm,NY,afternoon,542,275,0,0,1,0
TXN103146,225.71,atm,FL,evening,3436,484,1,0,0,0
TXN103147,109.8,transfer,WA,morning,3500,16,1,0,1,0
TXN103148,154.83,atm,CA,afternoon,3001,435,1,0,1,0
TXN103149,60.58,in_store,CA,morning,3265,259,0,0,0,0
TXN103150,99.49,atm,NY,evening,135,446,0,0,1,0
TXN103151,28.55,in_store,NV,afternoon,1285,244,0,0,1,0
TXN103152,122.23,online,TX,afternoon,3069,305,0,0,1,0
TXN103153,55.79,online,CA,evening,2794,337,0,0,0,0
TXN103154,58.44,in_store,FL,afternoon,3634,475,0,1,0,0
TXN103155,104.79,in_store,WA,afternoon,1230,49,0,0,0,0
TXN103156,275.33,transfer,NY,morning,1732,271,0,0,1,0
TXN103157,6.61,in_store,NV,afternoon,1347,234,0,0,1,0
TXN103158,174.15,in_store,NV,night,3366,71,0,0,0,0
TXN103159,34.59,atm,GA,evening,2865,316,0,0,1,0
TXN103160,58.68,transfer,WA,morning,1905,43,0,0,1,0
TXN103161,2.22,in_store,FL,afternoon,1573,401,0,0,1,0
TXN103162,35.82,in_store,CA,night,3371,305,0,0,1,0
TXN103163,69.84,in_store,GA,morning,1265,476,0,0,0,0
TXN103164,5.78,atm,MA,evening,3264,487,0,0,0,0
TXN103165,67.55,atm,FL,afternoon,2900,79,0,0,1,0
TXN103166,261.88,atm,TX,evening,946,285,0,0,0,0
TXN103167,11.14,online,WA,evening,1798,48,0,0,1,0
TXN103168,144.58,atm,NY,afternoon,1106,97,1,0,1,0
TXN103169,52.71,in_store,CA,afternoon,1286,477,0,0,1,0
TXN103170,106.47,atm,MA,morning,3539,404,0,0,1,0
TXN103171,30.14,atm,TX,evening,2931,405,0,0,0,0
TXN103172,17.37,transfer,NY,afternoon,2760,430,0,0,1,0
TXN103173,17.49,in_store,CA,evening,3100,24,0,0,1,0
TXN103174,7.31,atm,OH,afternoon,1571,213,1,0,1,0
TXN103175,20.54,online,OH,evening,980,55,0,0,1,0
TXN103176,109.13,transfer,NV,morning,2121,254,0,0,0,0
TXN103177,213.45,atm,MA,evening,2680,447,0,0,1,0
TXN103178,168.27,transfer,MA,afternoon,1761,155,0,0,1,0
TXN103179,115.56,transfer,OH,night,1569,486,0,0,1,0
TXN103180,11.7,online,GA,morning,2710,160,0,0,1,0
TXN103181,34.13,online,GA,morning,121,193,0,0,1,0
TXN103182,37.08,online,NV,night,788,3,1,0,1,0
TXN103183,28.76,in_store,CA,afternoon,760,463,0,0,1,0
TXN103184,72.36,transfer,GA,morning,983,267,0,0,1,0
TXN103185,76.69,atm,GA,night,1491,400,0,0,0,0
TXN103186,44.14,online,IL,night,366,35,1,0,1,0
TXN103187,43.66,online,IL,evening,1347,15,0,0,1,0
TXN103188,176.35,transfer,FL,evening,729,486,0,0,1,0
TXN103189,155.73,transfer,IL,afternoon,954,406,0,0,1,0
TXN103190,36.79,transfer,CA,night,2757,455,1,0,0,0
TXN103191,245.1,atm,CA,evening,3044,376,0,0,1,0
TXN103192,305.37,in_store,IL,afternoon,2341,136,0,0,0,0
TXN103193,39.56,in_store,TX,morning,2182,77,0,0,1,1
TXN103194,43.76,online,NY,evening,2046,310,1,1,0,0
TXN103195,70.45,in_store,NV,afternoon,2301,72,0,0,1,1
TXN103196,283.23,atm,CA,evening,3520,319,0,0,0,0
TXN103197,209.01,in_store,OH,morning,1007,430,0,0,0,0
TXN103198,10.82,atm,CA,morning,144,244,0,0,0,0
TXN103199,49.88,online,FL,evening,2968,345,0,0,1,0
TXN103200,80.6,transfer,CA,morning,1288,227,0,0,1,0
TXN103201,69.94,atm,MA,afternoon,1327,194,0,0,1,0
TXN103202,21.55,transfer,OH,evening,2008,245,0,0,0,0
TXN103203,195.77,online,NY,evening,3331,393,0,0,0,0
TXN103204,112.99,atm,CA,morning,2806,88,0,0,0,0
TXN103205,181.96,atm,IL,afternoon,63,259,0,0,0,0
TXN103206,195.73,in_store,CA,evening,1441,285,0,0,1,0
TXN103207,137.97,atm,NV,evening,1762,497,0,1,1,0
TXN103208,57.84,online,FL,morning,3602,138,0,0,1,0
TXN103209,94.3,transfer,NV,morning,2972,50,0,0,1,0
TXN103210,17.48,atm,NY,afternoon,2539,146,0,0,1,0
TXN103211,111.98,online,NY,afternoon,478,241,0,0,1,0
TXN103212,19.75,online,NY,morning,2906,396,0,0,1,0
TXN103213,118.4,atm,FL,afternoon,1267,440,0,0,1,0
TXN103214,26.08,in_store,NV,night,1099,483,0,0,1,0
TXN103215,12.51,atm,GA,night,434,386,0,0,1,0
TXN103216,18.07,atm,MA,morning,362,367,0,0,0,0
TXN103217,0.2,in_store,NY,evening,2067,333,0,0,1,0
TXN103218,126.85,online,TX,morning,2317,457,0,0,1,0
TXN103219,131.83,atm,NV,morning,1307,421,0,0,1,0
TXN103220,72.35,in_store,NV,morning,257,231,0,0,1,0
TXN103221,17.6,transfer,IL,evening,2810,26,0,0,1,0
TXN103222,8.73,transfer,WA,night,2968,343,0,0,1,0
TXN103223,1.93,in_store,WA,afternoon,195,207,0,0,0,0
TXN103224,18.12,online,OH,night,614,137,0,0,1,1
TXN103225,221.51,in_store,FL,afternoon,766,373,0,0,0,0
TXN103226,27.65,online,NY,afternoon,1564,436,0,0,0,0
TXN103227,43.74,transfer,IL,morning,627,154,0,0,0,0
TXN103228,11.13,atm,NY,morning,622,6,1,0,1,0
TXN103229,25.15,in_store,NY,afternoon,2804,114,0,0,1,0
TXN103230,73.24,transfer,IL,evening,1729,91,0,0,0,0
TXN103231,93.59,atm,IL,evening,1443,345,1,0,1,0
TXN103232,28.15,transfer,MA,evening,1476,81,0,0,1,0
TXN103233,5.95,in_store,CA,evening,954,12,0,0,1,0
TXN103234,49.6,in_store,WA,morning,3512,71,0,1,0,0
TXN103235,26.68,atm,CA,night,678,90,0,0,0,0
TXN103236,24.79,in_store,OH,night,1717,187,0,0,0,0
TXN103237,321.55,transfer,IL,afternoon,476,397,0,0,1,0
TXN103238,95.79,atm,FL,evening,3504,104,1,0,1,0
TXN103239,81.39,atm,OH,morning,126,299,0,0,0,0
TXN103240,53.75,transfer,IL,morning,2456,453,0,0,1,0
TXN103241,56.03,online,CA,morning,2747,83,0,0,1,0
TXN103242,77.85,atm,GA,afternoon,3287,27,0,0,1,0
TXN103243,119.21,online,GA,morning,1733,278,0,0,1,0
TXN103244,121.12,transfer,WA,afternoon,1297,11,0,0,1,0
TXN103245,18.84,transfer,TX,afternoon,660,407,0,0,1,0
TXN103246,69.34,atm,FL,afternoon,2785,306,0,0,1,0
TXN103247,53.1,in_store,NY,afternoon,532,363,0,0,0,0
TXN103248,204.43,atm,NV,morning,317,149,0,0,0,0
TXN103249,99.81,in_store,OH,morning,398,317,0,0,1,0
TXN103250,76.04,online,IL,night,94,25,0,0,1,0
TXN103251,12.26,in_store,GA,morning,191,213,0,0,1,0
TXN103252,93.05,atm,TX,evening,2674,313,0,0,1,0
TXN103253,12.47,in_store,FL,evening,3004,454,0,0,0,0
TXN103254,41.13,transfer,FL,afternoon,2648,398,0,0,1,0
TXN103255,15.41,online,GA,afternoon,3051,239,0,0,1,0
TXN103256,117.79,transfer,NV,afternoon,1847,221,0,1,1,0
TXN103257,23.1,transfer,TX,night,691,67,0,0,1,0
TXN103258,49.73,transfer,MA,afternoon,3519,261,0,0,1,0
TXN103259,226.02,transfer,NV,night,510,495,0,0,1,0
TXN103260,22.86,in_store,CA,afternoon,1686,110,0,0,1,0
TXN103261,70.89,transfer,FL,evening,2346,129,0,0,1,0
TXN103262,54.35,in_store,TX,afternoon,1820,158,0,0,1,0
TXN103263,1.83,transfer,GA,morning,2813,279,0,0,1,0
TXN103264,157.39,atm,FL,afternoon,596,290,0,0,0,0
TXN103265,7.15,transfer,NV,morning,3291,302,0,0,0,0
TXN103266,64.29,atm,NY,morning,435,30,0,0,1,0
TXN103267,82.25,in_store,NY,morning,794,88,0,0,1,0
TXN103268,99.0,online,FL,morning,3590,455,0,0,1,0
TXN103269,116.68,in_store,TX,night,3413,331,0,0,1,0
TXN103270,29.21,online,TX,night,1970,117,0,0,1,0
TXN103271,1.0,online,OH,afternoon,895,129,0,0,0,0
TXN103272,128.53,transfer,CA,afternoon,1147,206,0,0,1,0
TXN103273,76.71,online,OH,night,2467,359,0,0,1,0
TXN103274,180.86,in_store,OH,afternoon,2624,58,0,0,0,0
TXN103275,172.25,transfer,CA,afternoon,3512,95,0,0,1,0
TXN103276,185.36,online,GA,night,1265,318,1,0,1,0
TXN103277,66.38,in_store,NY,night,3470,245,0,0,1,0
TXN103278,40.59,online,GA,afternoon,771,458,0,0,1,0
TXN103279,156.81,online,OH,night,3269,144,0,0,0,0
TXN103280,60.02,transfer,TX,evening,3115,309,0,0,0,0
TXN103281,20.27,transfer,CA,morning,2663,124,0,1,1,0
TXN103282,193.08,in_store,NV,morning,2951,404,1,0,1,0
TXN103283,214.18,transfer,IL,evening,3308,21,0,0,1,0
TXN103284,62.79,transfer,IL,evening,1861,380,0,0,1,0
TXN103285,7.87,atm,WA,afternoon,72,352,0,0,1,0
TXN103286,49.07,atm,FL,afternoon,2957,371,0,0,1,0
TXN103287,162.73,in_store,MA,morning,1495,438,0,0,0,0
TXN103288,232.05,transfer,MA,afternoon,1568,284,1,0,0,0
TXN103289,22.75,in_store,NV,morning,940,206,0,1,0,0
TXN103290,6.93,atm,WA,afternoon,636,404,0,0,0,0
TXN103291,209.84,atm,NY,afternoon,1448,257,0,0,1,0
TXN103292,49.33,atm,NV,morning,2315,297,1,0,1,0
TXN103293,78.04,in_store,OH,evening,1732,51,0,0,0,0
TXN103294,344.41,transfer,NV,evening,3632,37,0,0,0,0
TXN103295,6.89,online,IL,afternoon,748,386,0,0,1,0
TXN103296,104.5,transfer,MA,evening,2819,152,0,0,1,0
TXN103297,7.7,in_store,NY,afternoon,2481,332,0,0,1,0
TXN103298,47.08,atm,FL,night,243,215,0,0,1,0
TXN103299,162.87,online,OH,night,2923,445,1,0,0,0
TXN103300,56.82,in_store,FL,night,3475,222,0,0,0,0
TXN103301,587.19,atm,IL,evening,161,142,0,0,1,0
TXN103302,81.88,in_store,WA,evening,2086,453,0,0,0,0
TXN103303,38.74,online,FL,morning,1796,104,0,0,1,0
TXN103304,24.86,atm,WA,evening,182,9,0,1,1,0
TXN103305,43.16,transfer,OH,afternoon,2508,456,0,0,1,0
TXN103306,46.61,in_store,MA,morning,512,241,1,0,1,0
TXN103307,7.12,online,TX,evening,2050,488,0,0,0,0
TXN103308,46.14,transfer,NV,morning,334,375,0,0,1,0
TXN103309,62.41,online,GA,evening,2361,382,0,0,1,0
TXN103310,128.28,in_store,NY,afternoon,2549,113,0,0,1,0
TXN103311,106.92,online,CA,night,2046,232,1,0,1,0
TXN103312,123.36,atm,CA,night,1022,68,0,0,1,0
TXN103313,0.84,online,OH,afternoon,2267,364,0,0,1,0
TXN103314,24.55,in_store,NV,morning,1581,43,0,0,1,0
TXN103315,108.38,atm,NV,night,2589,168,1,0,0,0
TXN103316,66.16,online,NV,evening,372,210,1,0,0,0
TXN103317,0.53,online,NY,evening,3531,275,0,0,1,0
TXN103318,163.22,atm,MA,morning,744,480,0,0,1,0
TXN103319,148.2,transfer,TX,morning,1739,106,0,0,1,0
TXN103320,79.5,transfer,NV,afternoon,2757,420,0,0,1,0
TXN103321,6.88,atm,GA,night,1087,478,0,0,1,0
TXN103322,145.46,online,TX,morning,500,166,0,0,1,0
TXN103323,87.64,transfer,NY,night,3495,204,0,0,0,0
TXN103324,152.31,atm,NV,night,770,118,0,0,1,0
TXN103325,139.33,in_store,OH,evening,3596,485,0,0,0,0
TXN103326,162.46,online,NY,morning,542,108,0,1,0,0
TXN103327,72.98,in_store,TX,afternoon,3423,453,0,0,1,0
TXN103328,15.12,online,WA,morning,1168,238,1,1,1,0
TXN103329,111.22,transfer,WA,night,3315,7,0,1,1,0
TXN103330,96.88,in_store,OH,evening,2222,42,0,0,1,0
TXN103331,135.58,in_store,FL,morning,588,393,0,0,1,0
TXN103332,18.62,atm,CA,morning,821,296,1,0,1,0
TXN103333,21.69,transfer,OH,morning,1231,131,0,0,1,0
TXN103334,221.1,transfer,WA,afternoon,1778,205,0,0,0,0
